date_key,datetime,year,month,day,hour,time_of_day,quarter,week,day_of_week,season,is_weekend_or_holiday
4652,2021-07-13 19:00:00,2021,7,13,19,Evening,3,28,1,Summer,False
4653,2021-07-13 20:00:00,2021,7,13,20,Evening,3,28,1,Summer,False
4654,2021-07-13 21:00:00,2021,7,13,21,Night,3,28,1,Summer,False
4655,2021-07-13 22:00:00,2021,7,13,22,Night,3,28,1,Summer,False
4656,2021-07-13 23:00:00,2021,7,13,23,Night,3,28,1,Summer,False
4657,2021-07-14 00:00:00,2021,7,14,0,Night,3,28,2,Summer,False
4658,2021-07-14 01:00:00,2021,7,14,1,Night,3,28,2,Summer,False
4659,2021-07-14 02:00:00,2021,7,14,2,Night,3,28,2,Summer,False
4660,2021-07-14 03:00:00,2021,7,14,3,Night,3,28,2,Summer,False
4661,2021-07-14 04:00:00,2021,7,14,4,Night,3,28,2,Summer,False
4662,2021-07-14 05:00:00,2021,7,14,5,Morning,3,28,2,Summer,False
4663,2021-07-14 06:00:00,2021,7,14,6,Morning,3,28,2,Summer,False
4664,2021-07-14 07:00:00,2021,7,14,7,Morning,3,28,2,Summer,False
4665,2021-07-14 08:00:00,2021,7,14,8,Morning,3,28,2,Summer,False
4666,2021-07-14 09:00:00,2021,7,14,9,Morning,3,28,2,Summer,False
4667,2021-07-14 10:00:00,2021,7,14,10,Morning,3,28,2,Summer,False
4668,2021-07-14 11:00:00,2021,7,14,11,Morning,3,28,2,Summer,False
4669,2021-07-14 12:00:00,2021,7,14,12,Afternoon,3,28,2,Summer,False
4670,2021-07-14 13:00:00,2021,7,14,13,Afternoon,3,28,2,Summer,False
4671,2021-07-14 14:00:00,2021,7,14,14,Afternoon,3,28,2,Summer,False
4672,2021-07-14 15:00:00,2021,7,14,15,Afternoon,3,28,2,Summer,False
4673,2021-07-14 16:00:00,2021,7,14,16,Afternoon,3,28,2,Summer,False
4674,2021-07-14 17:00:00,2021,7,14,17,Afternoon,3,28,2,Summer,False
4675,2021-07-14 18:00:00,2021,7,14,18,Evening,3,28,2,Summer,False
4676,2021-07-14 19:00:00,2021,7,14,19,Evening,3,28,2,Summer,False
4677,2021-07-14 20:00:00,2021,7,14,20,Evening,3,28,2,Summer,False
4678,2021-07-14 21:00:00,2021,7,14,21,Night,3,28,2,Summer,False
4679,2021-07-14 22:00:00,2021,7,14,22,Night,3,28,2,Summer,False
4680,2021-07-14 23:00:00,2021,7,14,23,Night,3,28,2,Summer,False
4681,2021-07-15 00:00:00,2021,7,15,0,Night,3,28,3,Summer,False
4682,2021-07-15 01:00:00,2021,7,15,1,Night,3,28,3,Summer,False
4683,2021-07-15 02:00:00,2021,7,15,2,Night,3,28,3,Summer,False
4684,2021-07-15 03:00:00,2021,7,15,3,Night,3,28,3,Summer,False
4685,2021-07-15 04:00:00,2021,7,15,4,Night,3,28,3,Summer,False
4686,2021-07-15 05:00:00,2021,7,15,5,Morning,3,28,3,Summer,False
4687,2021-07-15 06:00:00,2021,7,15,6,Morning,3,28,3,Summer,False
4688,2021-07-15 07:00:00,2021,7,15,7,Morning,3,28,3,Summer,False
4689,2021-07-15 08:00:00,2021,7,15,8,Morning,3,28,3,Summer,False
4690,2021-07-15 09:00:00,2021,7,15,9,Morning,3,28,3,Summer,False
4691,2021-07-15 10:00:00,2021,7,15,10,Morning,3,28,3,Summer,False
4692,2021-07-15 11:00:00,2021,7,15,11,Morning,3,28,3,Summer,False
4693,2021-07-15 12:00:00,2021,7,15,12,Afternoon,3,28,3,Summer,False
4694,2021-07-15 13:00:00,2021,7,15,13,Afternoon,3,28,3,Summer,False
4695,2021-07-15 14:00:00,2021,7,15,14,Afternoon,3,28,3,Summer,False
4696,2021-07-15 15:00:00,2021,7,15,15,Afternoon,3,28,3,Summer,False
4697,2021-07-15 16:00:00,2021,7,15,16,Afternoon,3,28,3,Summer,False
4698,2021-07-15 17:00:00,2021,7,15,17,Afternoon,3,28,3,Summer,False
4699,2021-07-15 18:00:00,2021,7,15,18,Evening,3,28,3,Summer,False
4700,2021-07-15 19:00:00,2021,7,15,19,Evening,3,28,3,Summer,False
4701,2021-07-15 20:00:00,2021,7,15,20,Evening,3,28,3,Summer,False
4702,2021-07-15 21:00:00,2021,7,15,21,Night,3,28,3,Summer,False
4703,2021-07-15 22:00:00,2021,7,15,22,Night,3,28,3,Summer,False
4704,2021-07-15 23:00:00,2021,7,15,23,Night,3,28,3,Summer,False
4705,2021-07-16 00:00:00,2021,7,16,0,Night,3,28,4,Summer,False
4706,2021-07-16 01:00:00,2021,7,16,1,Night,3,28,4,Summer,False
4707,2021-07-16 02:00:00,2021,7,16,2,Night,3,28,4,Summer,False
4708,2021-07-16 03:00:00,2021,7,16,3,Night,3,28,4,Summer,False
4709,2021-07-16 04:00:00,2021,7,16,4,Night,3,28,4,Summer,False
4710,2021-07-16 05:00:00,2021,7,16,5,Morning,3,28,4,Summer,False
4711,2021-07-16 06:00:00,2021,7,16,6,Morning,3,28,4,Summer,False
4712,2021-07-16 07:00:00,2021,7,16,7,Morning,3,28,4,Summer,False
4713,2021-07-16 08:00:00,2021,7,16,8,Morning,3,28,4,Summer,False
4714,2021-07-16 09:00:00,2021,7,16,9,Morning,3,28,4,Summer,False
4715,2021-07-16 10:00:00,2021,7,16,10,Morning,3,28,4,Summer,False
4716,2021-07-16 11:00:00,2021,7,16,11,Morning,3,28,4,Summer,False
4717,2021-07-16 12:00:00,2021,7,16,12,Afternoon,3,28,4,Summer,False
4718,2021-07-16 13:00:00,2021,7,16,13,Afternoon,3,28,4,Summer,False
4719,2021-07-16 14:00:00,2021,7,16,14,Afternoon,3,28,4,Summer,False
4720,2021-07-16 15:00:00,2021,7,16,15,Afternoon,3,28,4,Summer,False
4721,2021-07-16 16:00:00,2021,7,16,16,Afternoon,3,28,4,Summer,False
4722,2021-07-16 17:00:00,2021,7,16,17,Afternoon,3,28,4,Summer,False
4723,2021-07-16 18:00:00,2021,7,16,18,Evening,3,28,4,Summer,False
4724,2021-07-16 19:00:00,2021,7,16,19,Evening,3,28,4,Summer,False
4725,2021-07-16 20:00:00,2021,7,16,20,Evening,3,28,4,Summer,False
4726,2021-07-16 21:00:00,2021,7,16,21,Night,3,28,4,Summer,False
4727,2021-07-16 22:00:00,2021,7,16,22,Night,3,28,4,Summer,False
4728,2021-07-16 23:00:00,2021,7,16,23,Night,3,28,4,Summer,False
4729,2021-07-17 00:00:00,2021,7,17,0,Night,3,28,5,Summer,False
4730,2021-07-17 01:00:00,2021,7,17,1,Night,3,28,5,Summer,False
4731,2021-07-17 02:00:00,2021,7,17,2,Night,3,28,5,Summer,False
4732,2021-07-17 03:00:00,2021,7,17,3,Night,3,28,5,Summer,False
4733,2021-07-17 04:00:00,2021,7,17,4,Night,3,28,5,Summer,False
4734,2021-07-17 05:00:00,2021,7,17,5,Morning,3,28,5,Summer,False
4735,2021-07-17 06:00:00,2021,7,17,6,Morning,3,28,5,Summer,False
4736,2021-07-17 07:00:00,2021,7,17,7,Morning,3,28,5,Summer,False
4737,2021-07-17 08:00:00,2021,7,17,8,Morning,3,28,5,Summer,False
4738,2021-07-17 09:00:00,2021,7,17,9,Morning,3,28,5,Summer,False
4739,2021-07-17 10:00:00,2021,7,17,10,Morning,3,28,5,Summer,False
4740,2021-07-17 11:00:00,2021,7,17,11,Morning,3,28,5,Summer,False
4741,2021-07-17 12:00:00,2021,7,17,12,Afternoon,3,28,5,Summer,False
4742,2021-07-17 13:00:00,2021,7,17,13,Afternoon,3,28,5,Summer,False
4743,2021-07-17 14:00:00,2021,7,17,14,Afternoon,3,28,5,Summer,False
4744,2021-07-17 15:00:00,2021,7,17,15,Afternoon,3,28,5,Summer,False
4745,2021-07-17 16:00:00,2021,7,17,16,Afternoon,3,28,5,Summer,False
4746,2021-07-17 17:00:00,2021,7,17,17,Afternoon,3,28,5,Summer,False
4747,2021-07-17 18:00:00,2021,7,17,18,Evening,3,28,5,Summer,False
4748,2021-07-17 19:00:00,2021,7,17,19,Evening,3,28,5,Summer,False
4749,2021-07-17 20:00:00,2021,7,17,20,Evening,3,28,5,Summer,False
4750,2021-07-17 21:00:00,2021,7,17,21,Night,3,28,5,Summer,False
4751,2021-07-17 22:00:00,2021,7,17,22,Night,3,28,5,Summer,False
4752,2021-07-17 23:00:00,2021,7,17,23,Night,3,28,5,Summer,False
4753,2021-07-18 00:00:00,2021,7,18,0,Night,3,28,6,Summer,False
4754,2021-07-18 01:00:00,2021,7,18,1,Night,3,28,6,Summer,False
4755,2021-07-18 02:00:00,2021,7,18,2,Night,3,28,6,Summer,False
4756,2021-07-18 03:00:00,2021,7,18,3,Night,3,28,6,Summer,False
4757,2021-07-18 04:00:00,2021,7,18,4,Night,3,28,6,Summer,False
4758,2021-07-18 05:00:00,2021,7,18,5,Morning,3,28,6,Summer,False
4759,2021-07-18 06:00:00,2021,7,18,6,Morning,3,28,6,Summer,False
4760,2021-07-18 07:00:00,2021,7,18,7,Morning,3,28,6,Summer,False
4761,2021-07-18 08:00:00,2021,7,18,8,Morning,3,28,6,Summer,False
4762,2021-07-18 09:00:00,2021,7,18,9,Morning,3,28,6,Summer,False
4763,2021-07-18 10:00:00,2021,7,18,10,Morning,3,28,6,Summer,False
4764,2021-07-18 11:00:00,2021,7,18,11,Morning,3,28,6,Summer,False
4765,2021-07-18 12:00:00,2021,7,18,12,Afternoon,3,28,6,Summer,False
4766,2021-07-18 13:00:00,2021,7,18,13,Afternoon,3,28,6,Summer,False
4767,2021-07-18 14:00:00,2021,7,18,14,Afternoon,3,28,6,Summer,False
4768,2021-07-18 15:00:00,2021,7,18,15,Afternoon,3,28,6,Summer,False
4769,2021-07-18 16:00:00,2021,7,18,16,Afternoon,3,28,6,Summer,False
4770,2021-07-18 17:00:00,2021,7,18,17,Afternoon,3,28,6,Summer,False
4771,2021-07-18 18:00:00,2021,7,18,18,Evening,3,28,6,Summer,False
4772,2021-07-18 19:00:00,2021,7,18,19,Evening,3,28,6,Summer,False
4773,2021-07-18 20:00:00,2021,7,18,20,Evening,3,28,6,Summer,False
4774,2021-07-18 21:00:00,2021,7,18,21,Night,3,28,6,Summer,False
4775,2021-07-18 22:00:00,2021,7,18,22,Night,3,28,6,Summer,False
4776,2021-07-18 23:00:00,2021,7,18,23,Night,3,28,6,Summer,False
4777,2021-07-19 00:00:00,2021,7,19,0,Night,3,29,0,Summer,False
4778,2021-07-19 01:00:00,2021,7,19,1,Night,3,29,0,Summer,False
4779,2021-07-19 02:00:00,2021,7,19,2,Night,3,29,0,Summer,False
4780,2021-07-19 03:00:00,2021,7,19,3,Night,3,29,0,Summer,False
4781,2021-07-19 04:00:00,2021,7,19,4,Night,3,29,0,Summer,False
4782,2021-07-19 05:00:00,2021,7,19,5,Morning,3,29,0,Summer,False
4783,2021-07-19 06:00:00,2021,7,19,6,Morning,3,29,0,Summer,False
4784,2021-07-19 07:00:00,2021,7,19,7,Morning,3,29,0,Summer,False
4785,2021-07-19 08:00:00,2021,7,19,8,Morning,3,29,0,Summer,False
4786,2021-07-19 09:00:00,2021,7,19,9,Morning,3,29,0,Summer,False
4787,2021-07-19 10:00:00,2021,7,19,10,Morning,3,29,0,Summer,False
4788,2021-07-19 11:00:00,2021,7,19,11,Morning,3,29,0,Summer,False
4789,2021-07-19 12:00:00,2021,7,19,12,Afternoon,3,29,0,Summer,False
4790,2021-07-19 13:00:00,2021,7,19,13,Afternoon,3,29,0,Summer,False
4791,2021-07-19 14:00:00,2021,7,19,14,Afternoon,3,29,0,Summer,False
4792,2021-07-19 15:00:00,2021,7,19,15,Afternoon,3,29,0,Summer,False
4793,2021-07-19 16:00:00,2021,7,19,16,Afternoon,3,29,0,Summer,False
4794,2021-07-19 17:00:00,2021,7,19,17,Afternoon,3,29,0,Summer,False
4795,2021-07-19 18:00:00,2021,7,19,18,Evening,3,29,0,Summer,False
4796,2021-07-19 19:00:00,2021,7,19,19,Evening,3,29,0,Summer,False
4797,2021-07-19 20:00:00,2021,7,19,20,Evening,3,29,0,Summer,False
4798,2021-07-19 21:00:00,2021,7,19,21,Night,3,29,0,Summer,False
4799,2021-07-19 22:00:00,2021,7,19,22,Night,3,29,0,Summer,False
4800,2021-07-19 23:00:00,2021,7,19,23,Night,3,29,0,Summer,False
4801,2021-07-20 00:00:00,2021,7,20,0,Night,3,29,1,Summer,False
4802,2021-07-20 01:00:00,2021,7,20,1,Night,3,29,1,Summer,False
4803,2021-07-20 02:00:00,2021,7,20,2,Night,3,29,1,Summer,False
4804,2021-07-20 03:00:00,2021,7,20,3,Night,3,29,1,Summer,False
4805,2021-07-20 04:00:00,2021,7,20,4,Night,3,29,1,Summer,False
4806,2021-07-20 05:00:00,2021,7,20,5,Morning,3,29,1,Summer,False
4807,2021-07-20 06:00:00,2021,7,20,6,Morning,3,29,1,Summer,False
4808,2021-07-20 07:00:00,2021,7,20,7,Morning,3,29,1,Summer,False
4809,2021-07-20 08:00:00,2021,7,20,8,Morning,3,29,1,Summer,False
4810,2021-07-20 09:00:00,2021,7,20,9,Morning,3,29,1,Summer,False
4811,2021-07-20 10:00:00,2021,7,20,10,Morning,3,29,1,Summer,False
4812,2021-07-20 11:00:00,2021,7,20,11,Morning,3,29,1,Summer,False
4813,2021-07-20 12:00:00,2021,7,20,12,Afternoon,3,29,1,Summer,False
4814,2021-07-20 13:00:00,2021,7,20,13,Afternoon,3,29,1,Summer,False
4815,2021-07-20 14:00:00,2021,7,20,14,Afternoon,3,29,1,Summer,False
4816,2021-07-20 15:00:00,2021,7,20,15,Afternoon,3,29,1,Summer,False
4817,2021-07-20 16:00:00,2021,7,20,16,Afternoon,3,29,1,Summer,False
4818,2021-07-20 17:00:00,2021,7,20,17,Afternoon,3,29,1,Summer,False
4819,2021-07-20 18:00:00,2021,7,20,18,Evening,3,29,1,Summer,False
4820,2021-07-20 19:00:00,2021,7,20,19,Evening,3,29,1,Summer,False
4821,2021-07-20 20:00:00,2021,7,20,20,Evening,3,29,1,Summer,False
4822,2021-07-20 21:00:00,2021,7,20,21,Night,3,29,1,Summer,False
4823,2021-07-20 22:00:00,2021,7,20,22,Night,3,29,1,Summer,False
4824,2021-07-20 23:00:00,2021,7,20,23,Night,3,29,1,Summer,False
4825,2021-07-21 00:00:00,2021,7,21,0,Night,3,29,2,Summer,False
4826,2021-07-21 01:00:00,2021,7,21,1,Night,3,29,2,Summer,False
4827,2021-07-21 02:00:00,2021,7,21,2,Night,3,29,2,Summer,False
4828,2021-07-21 03:00:00,2021,7,21,3,Night,3,29,2,Summer,False
4829,2021-07-21 04:00:00,2021,7,21,4,Night,3,29,2,Summer,False
4830,2021-07-21 05:00:00,2021,7,21,5,Morning,3,29,2,Summer,False
4831,2021-07-21 06:00:00,2021,7,21,6,Morning,3,29,2,Summer,False
4832,2021-07-21 07:00:00,2021,7,21,7,Morning,3,29,2,Summer,False
4833,2021-07-21 08:00:00,2021,7,21,8,Morning,3,29,2,Summer,False
4834,2021-07-21 09:00:00,2021,7,21,9,Morning,3,29,2,Summer,False
4835,2021-07-21 10:00:00,2021,7,21,10,Morning,3,29,2,Summer,False
4836,2021-07-21 11:00:00,2021,7,21,11,Morning,3,29,2,Summer,False
4837,2021-07-21 12:00:00,2021,7,21,12,Afternoon,3,29,2,Summer,False
4838,2021-07-21 13:00:00,2021,7,21,13,Afternoon,3,29,2,Summer,False
4839,2021-07-21 14:00:00,2021,7,21,14,Afternoon,3,29,2,Summer,False
4840,2021-07-21 15:00:00,2021,7,21,15,Afternoon,3,29,2,Summer,False
4841,2021-07-21 16:00:00,2021,7,21,16,Afternoon,3,29,2,Summer,False
4842,2021-07-21 17:00:00,2021,7,21,17,Afternoon,3,29,2,Summer,False
4843,2021-07-21 18:00:00,2021,7,21,18,Evening,3,29,2,Summer,False
4844,2021-07-21 19:00:00,2021,7,21,19,Evening,3,29,2,Summer,False
4845,2021-07-21 20:00:00,2021,7,21,20,Evening,3,29,2,Summer,False
4846,2021-07-21 21:00:00,2021,7,21,21,Night,3,29,2,Summer,False
4847,2021-07-21 22:00:00,2021,7,21,22,Night,3,29,2,Summer,False
4848,2021-07-21 23:00:00,2021,7,21,23,Night,3,29,2,Summer,False
4849,2021-07-22 00:00:00,2021,7,22,0,Night,3,29,3,Summer,False
4850,2021-07-22 01:00:00,2021,7,22,1,Night,3,29,3,Summer,False
4851,2021-07-22 02:00:00,2021,7,22,2,Night,3,29,3,Summer,False
4852,2021-07-22 03:00:00,2021,7,22,3,Night,3,29,3,Summer,False
4853,2021-07-22 04:00:00,2021,7,22,4,Night,3,29,3,Summer,False
4854,2021-07-22 05:00:00,2021,7,22,5,Morning,3,29,3,Summer,False
4855,2021-07-22 06:00:00,2021,7,22,6,Morning,3,29,3,Summer,False
4856,2021-07-22 07:00:00,2021,7,22,7,Morning,3,29,3,Summer,False
4857,2021-07-22 08:00:00,2021,7,22,8,Morning,3,29,3,Summer,False
4858,2021-07-22 09:00:00,2021,7,22,9,Morning,3,29,3,Summer,False
4859,2021-07-22 10:00:00,2021,7,22,10,Morning,3,29,3,Summer,False
4860,2021-07-22 11:00:00,2021,7,22,11,Morning,3,29,3,Summer,False
4861,2021-07-22 12:00:00,2021,7,22,12,Afternoon,3,29,3,Summer,False
4862,2021-07-22 13:00:00,2021,7,22,13,Afternoon,3,29,3,Summer,False
4863,2021-07-22 14:00:00,2021,7,22,14,Afternoon,3,29,3,Summer,False
4864,2021-07-22 15:00:00,2021,7,22,15,Afternoon,3,29,3,Summer,False
4865,2021-07-22 16:00:00,2021,7,22,16,Afternoon,3,29,3,Summer,False
4866,2021-07-22 17:00:00,2021,7,22,17,Afternoon,3,29,3,Summer,False
4867,2021-07-22 18:00:00,2021,7,22,18,Evening,3,29,3,Summer,False
4868,2021-07-22 19:00:00,2021,7,22,19,Evening,3,29,3,Summer,False
4869,2021-07-22 20:00:00,2021,7,22,20,Evening,3,29,3,Summer,False
4870,2021-07-22 21:00:00,2021,7,22,21,Night,3,29,3,Summer,False
4871,2021-07-22 22:00:00,2021,7,22,22,Night,3,29,3,Summer,False
4872,2021-07-22 23:00:00,2021,7,22,23,Night,3,29,3,Summer,False
4873,2021-07-23 00:00:00,2021,7,23,0,Night,3,29,4,Summer,False
4874,2021-07-23 01:00:00,2021,7,23,1,Night,3,29,4,Summer,False
4875,2021-07-23 02:00:00,2021,7,23,2,Night,3,29,4,Summer,False
4876,2021-07-23 03:00:00,2021,7,23,3,Night,3,29,4,Summer,False
4877,2021-07-23 04:00:00,2021,7,23,4,Night,3,29,4,Summer,False
4878,2021-07-23 05:00:00,2021,7,23,5,Morning,3,29,4,Summer,False
4879,2021-07-23 06:00:00,2021,7,23,6,Morning,3,29,4,Summer,False
4880,2021-07-23 07:00:00,2021,7,23,7,Morning,3,29,4,Summer,False
4881,2021-07-23 08:00:00,2021,7,23,8,Morning,3,29,4,Summer,False
4882,2021-07-23 09:00:00,2021,7,23,9,Morning,3,29,4,Summer,False
4883,2021-07-23 10:00:00,2021,7,23,10,Morning,3,29,4,Summer,False
4884,2021-07-23 11:00:00,2021,7,23,11,Morning,3,29,4,Summer,False
4885,2021-07-23 12:00:00,2021,7,23,12,Afternoon,3,29,4,Summer,False
4886,2021-07-23 13:00:00,2021,7,23,13,Afternoon,3,29,4,Summer,False
4887,2021-07-23 14:00:00,2021,7,23,14,Afternoon,3,29,4,Summer,False
4888,2021-07-23 15:00:00,2021,7,23,15,Afternoon,3,29,4,Summer,False
4889,2021-07-23 16:00:00,2021,7,23,16,Afternoon,3,29,4,Summer,False
4890,2021-07-23 17:00:00,2021,7,23,17,Afternoon,3,29,4,Summer,False
4891,2021-07-23 18:00:00,2021,7,23,18,Evening,3,29,4,Summer,False
4892,2021-07-23 19:00:00,2021,7,23,19,Evening,3,29,4,Summer,False
4893,2021-07-23 20:00:00,2021,7,23,20,Evening,3,29,4,Summer,False
4894,2021-07-23 21:00:00,2021,7,23,21,Night,3,29,4,Summer,False
4895,2021-07-23 22:00:00,2021,7,23,22,Night,3,29,4,Summer,False
4896,2021-07-23 23:00:00,2021,7,23,23,Night,3,29,4,Summer,False
4897,2021-07-24 00:00:00,2021,7,24,0,Night,3,29,5,Summer,False
4898,2021-07-24 01:00:00,2021,7,24,1,Night,3,29,5,Summer,False
4899,2021-07-24 02:00:00,2021,7,24,2,Night,3,29,5,Summer,False
4900,2021-07-24 03:00:00,2021,7,24,3,Night,3,29,5,Summer,False
4901,2021-07-24 04:00:00,2021,7,24,4,Night,3,29,5,Summer,False
4902,2021-07-24 05:00:00,2021,7,24,5,Morning,3,29,5,Summer,False
4903,2021-07-24 06:00:00,2021,7,24,6,Morning,3,29,5,Summer,False
4904,2021-07-24 07:00:00,2021,7,24,7,Morning,3,29,5,Summer,False
4905,2021-07-24 08:00:00,2021,7,24,8,Morning,3,29,5,Summer,False
4906,2021-07-24 09:00:00,2021,7,24,9,Morning,3,29,5,Summer,False
4907,2021-07-24 10:00:00,2021,7,24,10,Morning,3,29,5,Summer,False
4908,2021-07-24 11:00:00,2021,7,24,11,Morning,3,29,5,Summer,False
4909,2021-07-24 12:00:00,2021,7,24,12,Afternoon,3,29,5,Summer,False
4910,2021-07-24 13:00:00,2021,7,24,13,Afternoon,3,29,5,Summer,False
4911,2021-07-24 14:00:00,2021,7,24,14,Afternoon,3,29,5,Summer,False
4912,2021-07-24 15:00:00,2021,7,24,15,Afternoon,3,29,5,Summer,False
4913,2021-07-24 16:00:00,2021,7,24,16,Afternoon,3,29,5,Summer,False
4914,2021-07-24 17:00:00,2021,7,24,17,Afternoon,3,29,5,Summer,False
4915,2021-07-24 18:00:00,2021,7,24,18,Evening,3,29,5,Summer,False
4916,2021-07-24 19:00:00,2021,7,24,19,Evening,3,29,5,Summer,False
4917,2021-07-24 20:00:00,2021,7,24,20,Evening,3,29,5,Summer,False
4918,2021-07-24 21:00:00,2021,7,24,21,Night,3,29,5,Summer,False
4919,2021-07-24 22:00:00,2021,7,24,22,Night,3,29,5,Summer,False
4920,2021-07-24 23:00:00,2021,7,24,23,Night,3,29,5,Summer,False
4921,2021-07-25 00:00:00,2021,7,25,0,Night,3,29,6,Summer,False
4922,2021-07-25 01:00:00,2021,7,25,1,Night,3,29,6,Summer,False
4923,2021-07-25 02:00:00,2021,7,25,2,Night,3,29,6,Summer,False
4924,2021-07-25 03:00:00,2021,7,25,3,Night,3,29,6,Summer,False
4925,2021-07-25 04:00:00,2021,7,25,4,Night,3,29,6,Summer,False
4926,2021-07-25 05:00:00,2021,7,25,5,Morning,3,29,6,Summer,False
4927,2021-07-25 06:00:00,2021,7,25,6,Morning,3,29,6,Summer,False
4928,2021-07-25 07:00:00,2021,7,25,7,Morning,3,29,6,Summer,False
4929,2021-07-25 08:00:00,2021,7,25,8,Morning,3,29,6,Summer,False
4930,2021-07-25 09:00:00,2021,7,25,9,Morning,3,29,6,Summer,False
4931,2021-07-25 10:00:00,2021,7,25,10,Morning,3,29,6,Summer,False
4932,2021-07-25 11:00:00,2021,7,25,11,Morning,3,29,6,Summer,False
4933,2021-07-25 12:00:00,2021,7,25,12,Afternoon,3,29,6,Summer,False
4934,2021-07-25 13:00:00,2021,7,25,13,Afternoon,3,29,6,Summer,False
4935,2021-07-25 14:00:00,2021,7,25,14,Afternoon,3,29,6,Summer,False
4936,2021-07-25 15:00:00,2021,7,25,15,Afternoon,3,29,6,Summer,False
4937,2021-07-25 16:00:00,2021,7,25,16,Afternoon,3,29,6,Summer,False
4938,2021-07-25 17:00:00,2021,7,25,17,Afternoon,3,29,6,Summer,False
4939,2021-07-25 18:00:00,2021,7,25,18,Evening,3,29,6,Summer,False
4940,2021-07-25 19:00:00,2021,7,25,19,Evening,3,29,6,Summer,False
4941,2021-07-25 20:00:00,2021,7,25,20,Evening,3,29,6,Summer,False
4942,2021-07-25 21:00:00,2021,7,25,21,Night,3,29,6,Summer,False
4943,2021-07-25 22:00:00,2021,7,25,22,Night,3,29,6,Summer,False
4944,2021-07-25 23:00:00,2021,7,25,23,Night,3,29,6,Summer,False
4945,2021-07-26 00:00:00,2021,7,26,0,Night,3,30,0,Summer,False
4946,2021-07-26 01:00:00,2021,7,26,1,Night,3,30,0,Summer,False
4947,2021-07-26 02:00:00,2021,7,26,2,Night,3,30,0,Summer,False
4948,2021-07-26 03:00:00,2021,7,26,3,Night,3,30,0,Summer,False
4949,2021-07-26 04:00:00,2021,7,26,4,Night,3,30,0,Summer,False
4950,2021-07-26 05:00:00,2021,7,26,5,Morning,3,30,0,Summer,False
4951,2021-07-26 06:00:00,2021,7,26,6,Morning,3,30,0,Summer,False
4952,2021-07-26 07:00:00,2021,7,26,7,Morning,3,30,0,Summer,False
4953,2021-07-26 08:00:00,2021,7,26,8,Morning,3,30,0,Summer,False
4954,2021-07-26 09:00:00,2021,7,26,9,Morning,3,30,0,Summer,False
4955,2021-07-26 10:00:00,2021,7,26,10,Morning,3,30,0,Summer,False
4956,2021-07-26 11:00:00,2021,7,26,11,Morning,3,30,0,Summer,False
4957,2021-07-26 12:00:00,2021,7,26,12,Afternoon,3,30,0,Summer,False
4958,2021-07-26 13:00:00,2021,7,26,13,Afternoon,3,30,0,Summer,False
4959,2021-07-26 14:00:00,2021,7,26,14,Afternoon,3,30,0,Summer,False
4960,2021-07-26 15:00:00,2021,7,26,15,Afternoon,3,30,0,Summer,False
4961,2021-07-26 16:00:00,2021,7,26,16,Afternoon,3,30,0,Summer,False
4962,2021-07-26 17:00:00,2021,7,26,17,Afternoon,3,30,0,Summer,False
4963,2021-07-26 18:00:00,2021,7,26,18,Evening,3,30,0,Summer,False
4964,2021-07-26 19:00:00,2021,7,26,19,Evening,3,30,0,Summer,False
4965,2021-07-26 20:00:00,2021,7,26,20,Evening,3,30,0,Summer,False
4966,2021-07-26 21:00:00,2021,7,26,21,Night,3,30,0,Summer,False
4967,2021-07-26 22:00:00,2021,7,26,22,Night,3,30,0,Summer,False
4968,2021-07-26 23:00:00,2021,7,26,23,Night,3,30,0,Summer,False
4969,2021-07-27 00:00:00,2021,7,27,0,Night,3,30,1,Summer,False
4970,2021-07-27 01:00:00,2021,7,27,1,Night,3,30,1,Summer,False
4971,2021-07-27 02:00:00,2021,7,27,2,Night,3,30,1,Summer,False
4972,2021-07-27 03:00:00,2021,7,27,3,Night,3,30,1,Summer,False
4973,2021-07-27 04:00:00,2021,7,27,4,Night,3,30,1,Summer,False
4974,2021-07-27 05:00:00,2021,7,27,5,Morning,3,30,1,Summer,False
4975,2021-07-27 06:00:00,2021,7,27,6,Morning,3,30,1,Summer,False
4976,2021-07-27 07:00:00,2021,7,27,7,Morning,3,30,1,Summer,False
4977,2021-07-27 08:00:00,2021,7,27,8,Morning,3,30,1,Summer,False
4978,2021-07-27 09:00:00,2021,7,27,9,Morning,3,30,1,Summer,False
4979,2021-07-27 10:00:00,2021,7,27,10,Morning,3,30,1,Summer,False
4980,2021-07-27 11:00:00,2021,7,27,11,Morning,3,30,1,Summer,False
4981,2021-07-27 12:00:00,2021,7,27,12,Afternoon,3,30,1,Summer,False
4982,2021-07-27 13:00:00,2021,7,27,13,Afternoon,3,30,1,Summer,False
4983,2021-07-27 14:00:00,2021,7,27,14,Afternoon,3,30,1,Summer,False
4984,2021-07-27 15:00:00,2021,7,27,15,Afternoon,3,30,1,Summer,False
4985,2021-07-27 16:00:00,2021,7,27,16,Afternoon,3,30,1,Summer,False
4986,2021-07-27 17:00:00,2021,7,27,17,Afternoon,3,30,1,Summer,False
4987,2021-07-27 18:00:00,2021,7,27,18,Evening,3,30,1,Summer,False
4988,2021-07-27 19:00:00,2021,7,27,19,Evening,3,30,1,Summer,False
4989,2021-07-27 20:00:00,2021,7,27,20,Evening,3,30,1,Summer,False
